,checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,status n sex,Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,Category
401,0_to_200_DM,18,critical_account,business,1887,unknown_no_savings,1_to_4_years,4,male_married_widowed,none,4,real_estate,28,bank,own,2,skilled_employee,1,none,yes,0
402,no_checking_account,24,delay_in_paying,business,8648,less_than_100_DM,less_than_1_year,2,male_single,none,2,car_other,27,bank,own,2,skilled_employee,1,yes_registered,yes,1
403,no_checking_account,14,delay_in_paying,car_new,802,less_than_100_DM,1_to_4_years,4,male_single,none,2,car_other,27,none,own,2,unskilled_resident,1,none,yes,0
404,0_to_200_DM,18,delay_in_paying,car_new,2899,unknown_no_savings,greater_than_7_years,4,male_single,none,4,car_other,43,none,own,1,skilled_employee,2,none,yes,0
405,0_to_200_DM,24,existing_credits_paid_duly,radio_tv,2039,less_than_100_DM,less_than_1_year,1,male_married_widowed,none,1,savings_insurance,22,none,own,1,skilled_employee,1,yes_registered,yes,1
406,no_checking_account,24,critical_account,car_used,2197,unknown_no_savings,4_to_7_years,4,male_single,none,4,car_other,43,none,own,2,skilled_employee,2,yes_registered,yes,0
407,less_than_0_DM,15,existing_credits_paid_duly,radio_tv,1053,less_than_100_DM,less_than_1_year,4,male_married_widowed,none,2,real_estate,27,none,own,1,skilled_employee,1,none,no,0
408,no_checking_account,24,existing_credits_paid_duly,radio_tv,3235,500_to_1000_DM,greater_than_7_years,3,male_divorced_separated,none,2,car_other,26,none,own,1,management_self_employed,1,yes_registered,yes,0
409,greater_than_200_DM,12,critical_account,car_new,939,500_to_1000_DM,4_to_7_years,4,male_married_widowed,none,2,real_estate,28,none,own,3,skilled_employee,1,yes_registered,yes,1
410,0_to_200_DM,24,existing_credits_paid_duly,radio_tv,1967,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,car_other,20,none,own,1,skilled_employee,1,yes_registered,yes,0
411,no_checking_account,33,critical_account,car_used,7253,less_than_100_DM,4_to_7_years,3,male_single,none,2,car_other,35,none,own,2,management_self_employed,1,yes_registered,yes,0
412,no_checking_account,12,critical_account,business,2292,less_than_100_DM,unemployed,4,male_single,none,2,car_other,42,stores,own,2,management_self_employed,1,yes_registered,yes,1
413,no_checking_account,10,existing_credits_paid_duly,car_new,1597,500_to_1000_DM,1_to_4_years,3,male_single,none,2,unknown_no_property,40,none,rent,1,unskilled_resident,2,none,no,0
414,less_than_0_DM,24,existing_credits_paid_duly,car_new,1381,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,2,savings_insurance,35,none,own,1,skilled_employee,1,none,yes,1
415,no_checking_account,36,critical_account,car_used,5842,less_than_100_DM,greater_than_7_years,2,male_single,none,2,savings_insurance,35,none,own,2,skilled_employee,2,yes_registered,yes,0
416,less_than_0_DM,12,existing_credits_paid_duly,car_new,2579,less_than_100_DM,less_than_1_year,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,none,yes,1
417,less_than_0_DM,18,delay_in_paying,education,8471,unknown_no_savings,1_to_4_years,1,female_divorced_separated_married,none,2,car_other,23,none,rent,2,skilled_employee,1,yes_registered,yes,0
418,no_checking_account,21,existing_credits_paid_duly,car_new,2782,500_to_1000_DM,4_to_7_years,1,female_divorced_separated_married,none,2,car_other,31,bank,own,1,management_self_employed,1,none,yes,0
419,0_to_200_DM,18,existing_credits_paid_duly,car_new,1042,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,2,savings_insurance,33,none,own,1,skilled_employee,1,none,yes,1
420,no_checking_account,15,existing_credits_paid_duly,car_new,3186,greater_than_1000_DM,4_to_7_years,2,female_divorced_separated_married,none,3,car_other,20,none,rent,1,skilled_employee,1,none,yes,0
421,0_to_200_DM,12,existing_credits_paid_duly,car_used,2028,unknown_no_savings,1_to_4_years,4,male_single,none,2,car_other,30,none,own,1,skilled_employee,1,none,yes,0
422,0_to_200_DM,12,critical_account,car_new,958,less_than_100_DM,4_to_7_years,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,none,yes,0
423,no_checking_account,21,delay_in_paying,furniture,1591,100_to_500_DM,4_to_7_years,4,male_single,none,3,real_estate,34,none,own,2,management_self_employed,1,none,yes,0
424,0_to_200_DM,12,existing_credits_paid_duly,furniture,2762,unknown_no_savings,greater_than_7_years,1,female_divorced_separated_married,none,2,savings_insurance,25,bank,own,1,skilled_employee,1,yes_registered,yes,1
425,0_to_200_DM,18,existing_credits_paid_duly,car_used,2779,less_than_100_DM,1_to_4_years,1,male_married_widowed,none,3,car_other,21,none,rent,1,skilled_employee,1,yes_registered,yes,0
426,no_checking_account,28,critical_account,radio_tv,2743,less_than_100_DM,greater_than_7_years,4,male_single,none,2,car_other,29,none,own,2,skilled_employee,1,none,yes,0
427,no_checking_account,18,critical_account,radio_tv,1149,greater_than_1000_DM,1_to_4_years,4,male_single,none,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0
428,no_checking_account,9,existing_credits_paid_duly,furniture,1313,less_than_100_DM,greater_than_7_years,1,male_single,none,4,car_other,20,none,own,1,skilled_employee,1,none,yes,0
429,less_than_0_DM,18,critical_account,repairs,1190,less_than_100_DM,unemployed,2,female_divorced_separated_married,none,4,unknown_no_property,55,none,for_free,3,unemployed_unskilled_non_resident,2,none,yes,1
430,no_checking_account,5,existing_credits_paid_duly,business,3448,less_than_100_DM,4_to_7_years,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,none,yes,0
431,0_to_200_DM,24,existing_credits_paid_duly,others,11328,less_than_100_DM,1_to_4_years,2,male_single,co_applicant,3,car_other,29,bank,own,2,management_self_employed,1,yes_registered,yes,1
432,less_than_0_DM,6,critical_account,furniture,1872,less_than_100_DM,unemployed,4,male_single,none,4,unknown_no_property,36,none,for_free,3,management_self_employed,1,yes_registered,yes,0
433,no_checking_account,24,critical_account,repairs,2058,less_than_100_DM,1_to_4_years,4,male_divorced_separated,none,2,real_estate,33,none,own,2,skilled_employee,1,yes_registered,yes,0
434,less_than_0_DM,9,existing_credits_paid_duly,furniture,2136,less_than_100_DM,1_to_4_years,3,male_single,none,2,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
435,0_to_200_DM,12,existing_credits_paid_duly,radio_tv,1484,unknown_no_savings,1_to_4_years,2,male_married_widowed,none,1,real_estate,25,none,own,1,skilled_employee,1,yes_registered,yes,1
436,no_checking_account,6,existing_credits_paid_duly,repairs,660,500_to_1000_DM,4_to_7_years,2,male_married_widowed,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,0
437,no_checking_account,24,critical_account,car_new,1287,greater_than_1000_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,real_estate,37,none,own,2,skilled_employee,1,yes_registered,yes,0
438,less_than_0_DM,42,critical_account,repairs,3394,less_than_100_DM,unemployed,4,male_single,co_applicant,4,car_other,65,none,own,2,unemployed_unskilled_non_resident,1,none,yes,0
439,greater_than_200_DM,12,all_credits_paid_duly,business,609,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,unemployed_unskilled_non_resident,1,none,yes,1
440,no_checking_account,12,existing_credits_paid_duly,car_new,1884,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,39,none,own,1,management_self_employed,1,yes_registered,yes,0
441,less_than_0_DM,12,existing_credits_paid_duly,furniture,1620,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,co_applicant,3,savings_insurance,30,none,own,1,skilled_employee,1,none,yes,0
442,0_to_200_DM,20,delay_in_paying,others,2629,less_than_100_DM,1_to_4_years,2,male_single,none,3,car_other,29,bank,own,2,skilled_employee,1,yes_registered,yes,0
443,no_checking_account,12,existing_credits_paid_duly,education,719,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,41,bank,own,1,unskilled_resident,2,none,yes,1
444,0_to_200_DM,48,critical_account,furniture,5096,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,3,car_other,30,none,own,1,management_self_employed,1,yes_registered,yes,1
445,no_checking_account,9,critical_account,education,1244,unknown_no_savings,greater_than_7_years,4,female_divorced_separated_married,none,4,savings_insurance,41,none,rent,2,unskilled_resident,1,none,yes,0
446,less_than_0_DM,36,existing_credits_paid_duly,car_new,1842,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,car_other,34,none,own,1,skilled_employee,1,yes_registered,yes,1
447,0_to_200_DM,7,existing_credits_paid_duly,radio_tv,2576,less_than_100_DM,1_to_4_years,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_employee,1,none,yes,0
448,greater_than_200_DM,12,existing_credits_paid_duly,furniture,1424,unknown_no_savings,greater_than_7_years,3,female_divorced_separated_married,none,4,real_estate,55,none,own,1,management_self_employed,1,yes_registered,yes,0
449,0_to_200_DM,15,delay_in_paying,repairs,1512,greater_than_1000_DM,1_to_4_years,3,male_married_widowed,none,3,savings_insurance,61,stores,own,2,skilled_employee,1,none,yes,1
450,no_checking_account,36,critical_account,car_used,11054,unknown_no_savings,1_to_4_years,4,male_single,none,2,car_other,30,none,own,1,management_self_employed,1,yes_registered,yes,0
451,no_checking_account,6,existing_credits_paid_duly,radio_tv,518,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,1,real_estate,29,none,own,1,skilled_employee,1,none,yes,0
452,no_checking_account,12,no_credits_taken,furniture,2759,less_than_100_DM,greater_than_7_years,2,male_single,none,4,savings_insurance,34,none,own,2,skilled_employee,1,none,yes,0
453,no_checking_account,24,existing_credits_paid_duly,car_used,2670,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,35,none,own,1,management_self_employed,1,yes_registered,yes,0
454,less_than_0_DM,24,existing_credits_paid_duly,car_new,4817,less_than_100_DM,4_to_7_years,2,male_single,co_applicant,3,savings_insurance,31,none,own,1,skilled_employee,1,yes_registered,yes,1
455,no_checking_account,24,existing_credits_paid_duly,car_used,2679,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,unknown_no_property,29,none,own,1,management_self_employed,1,yes_registered,yes,0
456,less_than_0_DM,11,critical_account,car_new,3905,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0
457,less_than_0_DM,12,existing_credits_paid_duly,car_used,3386,less_than_100_DM,greater_than_7_years,3,male_single,none,4,unknown_no_property,35,none,for_free,1,skilled_employee,1,yes_registered,yes,1
458,less_than_0_DM,6,existing_credits_paid_duly,domestic_appliances,343,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
459,no_checking_account,18,existing_credits_paid_duly,radio_tv,4594,less_than_100_DM,less_than_1_year,3,male_single,none,2,car_other,32,none,own,1,skilled_employee,1,yes_registered,yes,0
460,less_than_0_DM,36,existing_credits_paid_duly,furniture,3620,less_than_100_DM,1_to_4_years,1,male_single,guarantor,2,savings_insurance,37,none,own,1,skilled_employee,2,none,yes,0
461,less_than_0_DM,15,existing_credits_paid_duly,car_new,1721,less_than_100_DM,less_than_1_year,2,male_single,none,3,real_estate,36,none,own,1,skilled_employee,1,none,yes,0
462,0_to_200_DM,12,existing_credits_paid_duly,furniture,3017,less_than_100_DM,less_than_1_year,3,female_divorced_separated_married,none,1,real_estate,34,none,rent,1,management_self_employed,1,none,yes,0
463,0_to_200_DM,12,existing_credits_paid_duly,retraining,754,unknown_no_savings,greater_than_7_years,4,male_single,none,4,savings_insurance,38,none,own,2,skilled_employee,1,none,yes,0
464,no_checking_account,18,existing_credits_paid_duly,business,1950,less_than_100_DM,4_to_7_years,4,male_single,none,1,car_other,34,stores,own,2,skilled_employee,1,yes_registered,yes,0
465,less_than_0_DM,24,existing_credits_paid_duly,car_used,2924,less_than_100_DM,1_to_4_years,3,male_single,guarantor,4,unknown_no_property,63,bank,own,1,skilled_employee,2,yes_registered,yes,0
466,less_than_0_DM,24,delay_in_paying,radio_tv,1659,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,2,car_other,29,none,rent,1,unskilled_resident,1,yes_registered,yes,1
467,no_checking_account,48,delay_in_paying,radio_tv,7238,unknown_no_savings,greater_than_7_years,3,male_single,none,3,car_other,32,bank,own,2,skilled_employee,2,none,yes,0
468,no_checking_account,33,delay_in_paying,business,2764,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,2,car_other,26,none,own,2,skilled_employee,1,yes_registered,yes,0
469,no_checking_account,24,delay_in_paying,car_used,4679,less_than_100_DM,4_to_7_years,3,male_single,none,3,car_other,35,none,own,2,unskilled_resident,1,yes_registered,yes,0
470,0_to_200_DM,24,existing_credits_paid_duly,radio_tv,3092,100_to_500_DM,less_than_1_year,3,male_married_widowed,none,2,car_other,22,none,rent,1,skilled_employee,1,yes_registered,yes,1
471,less_than_0_DM,6,existing_credits_paid_duly,education,448,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,savings_insurance,23,none,own,1,skilled_employee,1,none,yes,1
472,less_than_0_DM,9,existing_credits_paid_duly,car_new,654,less_than_100_DM,1_to_4_years,4,male_single,none,3,car_other,28,none,own,1,unskilled_resident,1,none,yes,1
473,no_checking_account,6,existing_credits_paid_duly,retraining,1238,unknown_no_savings,unemployed,4,male_single,none,4,savings_insurance,36,none,own,1,management_self_employed,2,yes_registered,yes,0
474,0_to_200_DM,18,critical_account,radio_tv,1245,less_than_100_DM,1_to_4_years,4,male_married_widowed,none,2,car_other,33,none,own,1,skilled_employee,1,none,yes,1
475,less_than_0_DM,18,no_credits_taken,furniture,3114,less_than_100_DM,less_than_1_year,1,female_divorced_separated_married,none,4,savings_insurance,26,none,rent,1,skilled_employee,1,none,yes,1
476,no_checking_account,39,existing_credits_paid_duly,car_used,2569,500_to_1000_DM,1_to_4_years,4,male_single,none,4,car_other,24,none,own,1,skilled_employee,1,none,yes,0
477,greater_than_200_DM,24,existing_credits_paid_duly,radio_tv,5152,less_than_100_DM,4_to_7_years,4,male_single,none,2,car_other,25,bank,own,1,skilled_employee,1,none,yes,0
478,0_to_200_DM,12,existing_credits_paid_duly,business,1037,100_to_500_DM,4_to_7_years,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,none,yes,0
479,less_than_0_DM,15,critical_account,furniture,1478,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,44,none,own,2,skilled_employee,2,yes_registered,yes,0
480,0_to_200_DM,12,critical_account,radio_tv,3573,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,1,real_estate,23,none,own,1,unskilled_resident,1,none,yes,0
481,0_to_200_DM,24,existing_credits_paid_duly,car_new,1201,less_than_100_DM,less_than_1_year,4,male_single,none,1,savings_insurance,26,none,own,1,skilled_employee,1,none,yes,0
482,less_than_0_DM,30,existing_credits_paid_duly,furniture,3622,greater_than_1000_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,savings_insurance,57,none,rent,2,skilled_employee,1,yes_registered,yes,0
483,no_checking_account,15,delay_in_paying,furniture,960,greater_than_1000_DM,4_to_7_years,3,female_divorced_separated_married,none,2,savings_insurance,30,none,own,2,skilled_employee,1,none,yes,0
484,no_checking_account,12,critical_account,car_new,1163,500_to_1000_DM,1_to_4_years,4,male_single,none,4,real_estate,44,none,own,1,skilled_employee,1,yes_registered,yes,0
485,0_to_200_DM,6,delay_in_paying,car_new,1209,less_than_100_DM,unemployed,4,male_single,none,4,savings_insurance,47,none,own,1,management_self_employed,1,yes_registered,yes,1
486,no_checking_account,12,existing_credits_paid_duly,radio_tv,3077,less_than_100_DM,1_to_4_years,2,male_single,none,4,car_other,52,none,own,1,skilled_employee,1,yes_registered,yes,0
487,no_checking_account,24,existing_credits_paid_duly,car_new,3757,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,co_applicant,4,unknown_no_property,62,none,for_free,1,skilled_employee,1,yes_registered,yes,0
488,no_checking_account,10,existing_credits_paid_duly,car_new,1418,100_to_500_DM,1_to_4_years,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,none,no,0
489,no_checking_account,6,existing_credits_paid_duly,car_new,3518,less_than_100_DM,1_to_4_years,2,male_single,guarantor,3,savings_insurance,26,none,rent,1,skilled_employee,1,none,yes,0
